"LABBOOK_NAME";"EXPERIENCE_NAME";"STATUS";"PROJECT_NAME";"EXPERIENCE_TYPE_NAME";"STARTED_ON";"SIGNED";"SIGNED_BY";"SIGNED_BY_DATE";"COUNTER_SIGNED";"COUNTER_SIGNED_BY";"COUNTER_SIGNED_BY_DATE";"NOTE";"PROCEDURE";"REFERENCE"
"Draft";"KL-CC-002";"Draft";"";"";"";"false";"";"";"";"";"";"";"<p>A solution of <a href=""#reagent-row0"" target=""_blank"">KL-CC-001 (1.00 g, 4.52 mmol)</a> in <a href=""#solvent-row0"" target=""_blank"">THF (100 mL)</a> was cooled to -78&deg;C, then added <a href=""#reagent-row1"" target=""_blank"">Buthyllithium (2.97 mL, 4.75 mmol)</a> dropwise. The mixture was stirred at -78&deg;C for 30 minutes, then a solution of <a href=""#reagent-row2"" target=""_blank"">(1H-pyrrol-2-yl)methyl 4-methylbenzenesulfonate (1.25 g, 4.97 mmol)</a> in <a href=""#solvent-row1"" target=""_blank"">THF (20.0 mL)</a> was added dropwise. The reaction mixture was stirred for another 1 h at -78&deg;C, at which point LCMS analysis indicated the reaction had completed. The mixture was quenched by adding formic acid (2 mL), and the mixture was evaporated the dryness, and the residue was purified directly by C18 reversed phase column chromatography (20 - 100% AmB (10 mM aq) in MeCN) to give <a href=""#product-row0"" target=""_blank"">KL-CC-002 (600 mg, 44 %)</a> as a beige solid.&nbsp;</p>";""
"@TYPE";"CONCENTRATION_SOLVENT";"DENSITY";"EQUIV";"MASS";"MMOL";"MOL_WEIGHT";"PURITY/CONC./LOADING";"REACTANT";"SOURCE_LOT_NUMBER";"SOURCE_SUPPLIER";"STEP";"SUBSTRATE";"VOLUME"
"REACTANT";"Hexane";"0.849";"1.05";"304 mg";"4.75 mmol";"64.054";"1.6 M";"Buthyllithium";"";"Sigma-Aldrich";"1";"true";"2.97 mL"
"REACTANT";"";"";"1.1";"1.25 g";"4.97 mmol";"251.302";"";"(1H-pyrrol-2-yl)methyl 4-methylbenzenesulfonate";"";"";"1";"true";""
"REACTANT";"";"";"1.0";"1.00 g";"4.52 mmol";"221.279";"";"KL-CC-001";"";"";"1";"true";""
"@TYPE";"CONCENTRATION";"RATIO";"SOLVENT";"STEP";"VOLUME"
"SOLVENT";"37.7 mM";"5.0";"THF";"1";"100 mL"
"SOLVENT";"37.7 mM";"1.0";"THF";"1";"20.0 mL"
"@TYPE";"DURATION_TIME";"HEAT/COOLING_SOURCE";"INFO";"OTHER_HEAT/COOLING_SOURCE";"OTHER_INFO";"REACTION_TEMPERATURE";"SOURCE_TEMPERATURE";"STEP"
"EVENT";"1 h";"";"";"";"";"";"-78 °C";"1"
"@TYPE";"ALTERNATE_NAME";"CONCENTRATION_SOLVENT";"EQUIV";"MASS";"MASS OBTAINED";"MMOL";"MOL_WEIGHT";"PRODUCT_NAME";"PURITY/CONC./LOADING";"STEP";"YIELD"
"PRODUCT";"";"";"1.0";"1.36 g";"600 mg";"4.52 mmol";"300.379";"KL-CC-002";"";"1";"44 %"
